Id,SalePrice
1588,685408.0207024993
1589,745623.3444767025
1590,725202.0540434776
1591,765667.5944582411
1592,745318.8256963338
1593,729407.6568604736
1594,697538.8402248471
1595,742895.9578207394
1596,613928.7703645172
1597,643198.745108259
1598,635483.8703781466
1599,662249.0101923487
1600,690074.1902418642
1601,771961.2967360336
1602,729347.8177634403
1603,808224.4646411851
1604,579089.3579167533
1605,622918.6721462447
1606,701695.0033932335
1607,677214.01913872
1608,654001.4375488621
1609,666342.7322625904
1610,698164.4898559478
1611,727264.9050970539
1612,673179.649344488
1613,690184.5555849867
1614,723331.5781642222
1615,769361.7613930133
1616,789793.3700813482
1617,772570.0343518608
1618,718304.6899660948
1619,701755.3937090687
1620,667653.3924694697
1621,721060.7889172477
1622,712195.8544676413
1623,589896.3585913719
1624,643126.9081687295
1625,727799.851131717
1626,687362.3278260245
1627,660279.6557195915
1628,566809.6622266597
1629,670771.1110779351
1630,462881.2189112252
1631,621622.3441194412
1632,603838.6206549713
1633,678181.0660045831
1634,669752.2862431072
1635,683675.7190534474
1636,707220.9354707922
1637,656261.2688049716
1638,668234.3277646397
1639,665935.287765895
1640,594975.8996875528
1641,673508.7326548208
1642,606826.028913135
1643,637346.6837166238
1644,621036.427839233
1645,640639.4857978323
1646,703858.9042329462
1647,700224.6981393504
1648,730932.3493727552
1649,731984.944016243
1650,745648.8679829057
1651,740939.6589529604
1652,751947.6921104743
1653,757308.2716950233
1654,706512.5743082386
1655,726335.9642376055
1656,707748.8787616089
1657,696167.136823753
1658,706906.9059308683
1659,714470.4486479363
1660,700998.4415556306
1661,403570.33012016374
1662,456285.2231174881
1663,465818.21334263706
1664,313274.63359254395
1665,525047.6661790486
1666,526275.6813135222
1667,460758.9578486214
1668,497320.74208102166
1669,545695.9657377887
1670,499709.49051655177
1671,582906.1421722763
1672,425811.81877490727
1673,560509.034455204
1674,607400.6184433292
1675,650843.4608656925
1676,649692.5761480685
1677,632225.3681957345
1678,364250.2342144378
1679,454941.58299394604
1680,511123.754023105
1681,582898.2676766393
1682,531708.2136536826
1683,662195.8964905313
1684,682820.1048869874
1685,684804.3768891209
1686,691914.9954997841
1687,688098.6730214534
1688,667937.9048393591
1689,666412.874601519
1690,664269.1899040161
1691,676508.3924781036
1692,601420.7953781162
1693,682567.0695239136
1694,669399.2487371985
1695,681526.5784376836
1696,589956.0654454633
1697,675846.8341267662
1698,499873.84341509326
1699,533403.6518879496
1700,589255.5790111364
1701,575918.8593912937
1702,619309.9978794766
1703,631251.0101502768
1704,579702.6248080445
1705,618759.9523257772
1706,399468.7346365792
1707,626887.6131118482
1708,652175.4395659661
1709,598935.3625779555
1710,630438.4945939393
1711,589114.4084253886
1712,590045.7604771047
1713,562865.3160762596
1714,615215.8502222641
1715,647632.0036191976
1716,665302.4533199504
1717,684550.4146418693
1718,704513.9603780016
1719,623034.4693537698
1720,603053.6344264636
1721,706014.8920760853
1722,738854.9913167186
1723,707580.4518995668
1724,638804.1585647924
1725,603782.5119524794
1726,675519.9118170745
1727,706708.4471335924
1728,704218.3270858438
1729,681365.4385243622
1730,690705.5982558384
1731,748904.4002911805
1732,712175.5691569456
1733,732873.2662129368
1734,740226.1084197743
1735,765344.5156346046
1736,751552.2927254456
1737,556563.7940867224
1738,601356.9919099733
1739,577232.5631539994
1740,621278.3191117028
1741,654341.6200736185
1742,678353.2731618094
1743,684758.9359034384
1744,490803.5581228883
1745,623151.3900295867
1746,655683.6553987713
1747,631756.2617740303
1748,614846.8330931962
1749,713741.2209214801
1750,721782.6905573839
1751,612102.4863919305
1752,741972.4391293473
1753,700771.3403620494
1754,655687.2526787388
1755,687747.5177480254
1756,709439.004226842
1757,734409.6531638453
1758,714479.2504590072
1759,700587.4570207802
1760,699750.2226077254
1761,696969.0613664022
1762,668572.5115951179
1763,671028.509933895
1764,744292.0200204498
1765,662892.4709160079
1766,664286.4751791037
1767,619207.1964805174
1768,715965.2357134069
1769,689861.2303962173
1770,705703.062549632
1771,741376.6014373521
1772,724711.9010250453
1773,743833.8904134714
1774,698207.66926753
1775,712417.8686749962
1776,732918.8059075959
1777,738915.7257109114
1778,708263.3527788273
1779,737291.3686966957
1780,696275.5232727343
1781,734962.8588880752
1782,769056.3645718812
1783,717742.2191728977
1784,746414.1267167018
1785,722061.5800920381
1786,723880.0071720976
1787,713797.7327117767
1788,792381.2978717942
1789,755857.9422367875
1790,775813.1811424588
1791,642630.9167444111
1792,692953.8901822252
1793,723493.9082957079
1794,691129.8045881522
1795,718687.7459134047
1796,691973.9200110431
1797,750189.193704461
1798,734629.0044923887
1799,746304.3433235665
1800,731204.895696045
1801,730755.210074815
1802,753263.1309387021
1803,695668.9475836367
1804,730797.8258107577
1805,720107.7639310659
1806,729952.5032124288
1807,715507.7667552882
1808,731272.1677515467
1809,732720.3624474144
1810,716938.2166219164
1811,644386.5077426686
1812,748154.0252187314
1813,716926.6419093818
1814,756558.0599020902
1815,783399.3529192294
1816,742014.2651777474
1817,756716.4642070716
1818,691959.8541534683
1819,716644.2053848974
1820,815297.7094064143
1821,763038.9479738064
1822,708725.4398276722
1823,789747.4809238005
1824,725327.2191673071
1825,705423.4061922954
1826,753274.001195519
1827,748439.6452437284
1828,716591.567522964
1829,743849.5928821111
1830,706174.5760056545
1831,696703.1535766973
1832,851109.8255477039
1833,711184.1936088746
1834,742851.1232766095
1835,732822.5976844006
1836,711418.8938048879
1837,782787.1006724433
1838,736570.8941864073
1839,718663.9080263377
1840,705428.750426018
1841,716287.0835512432
1842,780513.9896874264
1843,712233.0148186048
1844,706559.2829625031
1845,714702.7022680803
1846,697429.8164506978
1847,681548.3656810665
1848,812507.1028386479
1849,753073.7698179361
1850,741370.2655880323
1851,701493.7429992806
1852,747527.3431246427
1853,731275.404658463
1854,678279.2647583239
1855,686509.2429097237
1856,630511.231841447
1857,721355.4989309537
1858,709080.406634639
1859,760933.463219244
1860,709889.6029988519
1861,755658.0073425621
1862,546449.9280179696
1863,556857.9820459768
1864,556817.5427204004
1865,488075.9213559701
1866,499221.48438817495
1867,641331.0314422353
1868,548617.6109517689
1869,649649.3478046296
1870,636589.2179757942
1871,596819.1695307521
1872,682346.3217252071
1873,605091.7387492056
1874,714342.8551869238
1875,673320.489756374
1876,647123.4997071862
1877,639373.451278904
1878,655829.8380038581
1879,702974.4851067676
1880,719507.1954672852
1881,613534.5578037384
1882,609265.7774743105
1883,670706.4370197852
1884,653389.8075729555
1885,613072.0996431678
1886,559113.1944476069
1887,636850.9251758376
1888,591413.9056325653
1889,684749.8884140204
1890,751393.1149469459
1891,750283.4977586891
1892,745399.5720727664
1893,705956.7254568612
1894,729299.6061696829
1895,717323.1274478345
1896,723438.4241777804
1897,738857.1743023529
1898,743755.7333113572
1899,690831.8252953836
1900,689765.7572331562
1901,665725.8625881616
1902,672822.9470835055
1903,622874.4666627785
1904,696064.624942194
1905,650829.1798414979
1906,690755.9380784562
1907,620398.9439259202
1908,729999.4591568778
1909,723826.7228101557
1910,723906.1133890459
1911,615249.604253981
1912,517881.95665407076
1913,690968.1182084521
1914,771181.5179472936
1915,501169.5899619231
1916,819549.8833271485
1917,628320.7166269528
1918,720642.4555039654
1919,701665.211562657
1920,698125.2251402207
1921,450797.66080478416
1922,514504.7069587655
1923,602368.1472992551
1924,620386.8228058084
1925,648840.2865353375
1926,461134.3924509587
1927,724082.882921335
1928,690039.0155173822
1929,724964.9860704553
1930,722970.8781347919
1931,728267.0441827211
1932,724155.4333709314
1933,653130.0715354396
1934,663475.9984900557
1935,685269.3913942784
1936,639986.1751964631
1937,682260.4125021013
1938,686576.0475589763
1939,589317.0888657288
1940,654058.9156613161
1941,677712.0255851296
1942,698270.6300989112
1943,618217.2958607224
1944,469695.6711672435
1945,432563.43941297755
1946,714681.9605770523
1947,495887.15748072404
1948,658078.5074017495
1949,611369.7429528583
1950,673728.0198607882
1951,591127.8957591299
1952,649279.769634582
1953,682596.0424764011
1954,663372.0566420496
1955,720966.4363464959
1956,557933.2761796532
1957,694675.6930242887
1958,584901.3466728154
1959,718390.168605942
1960,760145.0821644146
1961,733517.376484263
1962,749366.5189531206
1963,739167.5243655931
1964,754870.3680621376
1965,719118.1466647139
1966,711423.1115820158
1967,552584.7701989029
1968,422952.2708066043
1969,453119.96835750714
1970,429408.11910689925
1971,402305.02942321287
1972,485612.8869270764
1973,569970.7167194753
1974,510028.5889053375
1975,3648.100365829887
1976,579758.6762655901
1977,481460.10000596754
1978,488635.67656187224
1979,529761.1508540434
1980,653579.0899656946
1981,496975.26615970593
1982,642419.5503141461
1983,658594.2932970226
1984,669487.1696149536
1985,620928.9432809115
1986,643122.089437898
1987,645025.5078869044
1988,682220.7212460455
1989,665933.4240703281
1990,645069.2644611801
1991,617839.3886668889
1992,626720.1232485601
1993,690350.0581279858
1994,603794.1504278295
1995,665600.3872652878
1996,583939.7578573474
1997,538837.2748021873
1998,530693.2411520891
1999,550611.309615465
2000,533724.1388547003
2001,598205.7004922688
2002,602080.5899181489
2003,610300.3042076426
2004,580490.6730304753
2005,631042.612522191
2006,633694.1660942289
2007,609200.4054493993
2008,620921.1201340717
2009,652585.8572254136
2010,660769.322090101
2011,727588.1802073288
2012,679782.0790370157
2013,673614.8093494324
2014,665016.945169503
2015,630610.2298147861
2016,661408.4769508189
2017,658979.6078589091
2018,758144.2899814113
2019,713142.4564716393
2020,778541.7993489048
2021,757411.264751218
2022,640230.4013577311
2023,710714.4432562834
2024,562162.0145474813
2025,489755.66581351287
2026,682987.4938134133
2027,693612.4719811137
2028,696764.0248115062
2029,674567.9483917074
2030,591132.6687832893
2031,619051.1456542485
2032,595886.8268151919
2033,593959.7597542477
2034,684084.2955068141
2035,616049.6901848913
2036,657481.6043533164
2037,638121.4210729378
2038,519286.56928676565
2039,623608.5665420352
2040,500721.34712096676
2041,539715.1072040686
2042,638815.7050332611
2043,669710.0151670638
2044,672324.0345894406
2045,648676.3799380882
2046,696550.4996696961
2047,710427.3982879365
2048,724024.1577148263
2049,713179.661991103
2050,691524.4827882427
2051,763642.291742453
2052,752894.7583064362
2053,713716.432849064
2054,757545.5369407322
2055,695725.3821162537
2056,724448.8110693948
2057,764097.8781027506
2058,635489.1425665965
2059,728876.3149376768
2060,680728.3608546759
2061,674166.386583666
2062,729277.6494687332
2063,739076.3792795499
2064,720897.1115743704
2065,842621.2878267594
2066,685383.6846002993
2067,749810.3941294118
2068,693851.004482609
2069,780391.8783856024
2070,748408.9619310661
2071,738339.7923485313
2072,725017.1509200059
2073,730386.2435320192
2074,600460.734721597
2075,675959.1243277868
2076,725981.297989846
2077,688803.3591610297
2078,719748.7468144344
2079,742381.6898969187
2080,727553.088589606
2081,719692.3558834401
2082,725719.2358979123
2083,703339.7268564019
2084,738485.0115033595
2085,748217.7341421493
2086,730167.5601495777
2087,740714.9252510745
2088,758548.4945884314
2089,762328.2180394921
2090,742512.5253143782
2091,761624.7803016898
2092,736004.0866534548
2093,721531.4321669022
2094,739315.0525441101
2095,689689.0730933382
2096,762772.8403458657
2097,757119.1179998607
2098,694459.7578010748
2099,775148.6132984561
2100,811800.1509172708
2101,747874.3359957999
2102,740046.0781840881
2103,748623.9303256698
2104,715116.8768193681
2105,720931.7012602186
2106,824531.9324089681
2107,644486.4053376771
2108,737318.1495854649
2109,739385.5155303143
2110,735833.1614477885
2111,708837.6913824972
2112,716958.4013238669
2113,736161.7083717429
2114,734275.1287763596
2115,691227.0254531436
2116,733437.858666652
2117,718407.8039587628
2118,733818.903466065
2119,735742.0005694507
2120,755176.2873350031
2121,750125.4091056677
2122,730981.6032084677
2123,763836.0855573257
2124,684864.0622645877
2125,728488.566952613
2126,702915.1060891198
2127,681292.5443749899
2128,721712.1732417417
2129,808810.5402349483
2130,707974.4592298359
2131,727759.3093211593
2132,741275.922149342
2133,720935.4024853754
2134,735759.8808854314
2135,754891.136860767
2136,808024.6753552785
2137,743052.6675202219
2138,735338.982706785
2139,711633.2004134867
2140,705044.8899345696
2141,684758.5477967216
2142,722400.2914862408
2143,704790.6336272698
2144,706769.591735847
2145,709886.1958943176
2146,661378.634655655
2147,732058.0201769173
2148,741712.8984179011
2149,722524.1674795176
2150,614626.8929988743
2151,719647.5172408448
2152,634084.3148610577
2153,669655.4691070747
2154,741673.4426082267
2155,704162.9560397553
2156,576320.8745955962
2157,613717.4070312688
2158,608871.8271940969
2159,634026.7408434841
2160,664031.5732198163
2161,621748.5181629059
2162,448516.4928229434
2163,497471.11166621966
2164,610794.3746798605
2165,649560.3855466142
2166,699329.1544923527
2167,618056.553331483
2168,658386.9997585181
2169,659426.2623618639
2170,614439.0611541622
2171,701428.206769007
2172,725175.9059666169
2173,680078.4562100385
2174,621050.1625892831
2175,572403.4573100116
2176,539869.126427899
2177,602359.0487428913
2178,642405.0961563281
2179,715513.9603585197
2180,617407.8800782282
2181,659768.0840038153
2182,632726.0037774108
2183,670543.915702571
2184,735983.8197633983
2185,737579.159160837
2186,688913.9386539994
2187,708757.6432428572
2188,703401.7334581818
2189,480460.0059123689
2190,770352.1325419341
2191,803616.2019426434
2192,771673.4891498234
2193,716454.5045162205
2194,757062.21128243
2195,809914.3589391612
2196,746942.0940288812
2197,738987.03446111
2198,696213.1604133599
2199,682442.5528487071
2200,695057.468107782
2201,695045.2154268265
2202,658769.1715240335
2203,709478.6247404199
2204,659754.9658337598
2205,717503.0040780322
2206,693079.1528983148
2207,624969.46221427
2208,591160.092478534
2209,558503.0031514241
2210,715998.059244254
2211,726438.2733831019
2212,715489.5926027866
2213,743365.5851660047
2214,733551.9853009571
2215,740705.0363867697
2216,687517.9971332224
2217,797095.5848186569
2218,782574.4873643148
2219,791628.3439449209
2220,813897.5277033855
2221,500884.8432270648
2222,546484.2393954651
2223,573542.6083724409
2224,651615.3049174346
2225,735728.0186073411
2226,653543.2089000781
2227,666612.8685963119
2228,574962.8378568536
2229,601787.8190470111
2230,696786.099906351
2231,640043.1795852296
2232,665508.0356138423
2233,671978.1306134796
2234,612895.9855692387
2235,624755.3900635364
2236,590601.588472197
2237,535551.1638165717
2238,661373.3296806873
2239,737373.8498803916
2240,701706.9333272944
2241,722676.7016105931
2242,731411.5334807881
2243,737030.211976117
2244,760614.4208650931
2245,730908.378326436
2246,720201.6605934869
2247,734838.7041097395
2248,719492.401716388
2249,730662.235571894
2250,722993.0767428951
2251,749524.0622433226
2252,651365.7513223732
2253,689819.0913879506
2254,672295.6378324706
2255,664743.3363523184
2256,691548.0906371755
2257,635847.2802304097
2258,704489.2075981352
2259,672629.869653082
2260,706743.3315134764
2261,638652.8964275226
2262,606504.3614000169
2263,464181.62387208326
2264,349643.74534100306
2265,697406.3301178116
2266,523233.11697876104
2267,437920.55206266127
2268,395716.1258394666
2269,713991.598903124
2270,669468.6403650114
2271,633720.5319234531
2272,691189.3267356043
2273,708274.1956083649
2274,665283.4075812583
2275,689573.4399581475
2276,650347.647101584
2277,669341.4809400386
2278,708902.8877678402
2279,715967.2893054645
2280,753323.5307810924
2281,710967.5654140776
2282,694245.185362436
2283,740653.2816960093
2284,731320.030333417
2285,696390.8034762624
2286,733760.0889075715
2287,467340.1701106656
2288,565034.9352968473
2289,490658.4969521859
2290,393150.7547051129
2291,501265.13651204284
2292,428683.185941193
2293,364327.1241997676
2294,446966.2795782797
2295,389124.0338027164
2296,551169.2190290228
2297,472607.51143983693
2298,487676.25064629596
2299,482451.84069635824
2300,518829.5556853516
2301,537734.0882392022
2302,596566.2953561558
2303,610819.0109713448
2304,595420.469709804
2305,643988.9002823198
2306,653822.3431610626
2307,650891.1562962643
2308,627744.7233191729
2309,551721.3035760624
2310,648641.4516813199
2311,630603.2548543767
2312,666440.6623472609
2313,684485.2726878473
2314,659752.9365178595
2315,666834.4213368427
2316,649477.7248419012
2317,647637.8984518022
2318,667929.8670863637
2319,663692.6796168752
2320,669132.0842792366
2321,612935.5428832793
2322,655314.0944946832
2323,653822.7311349469
2324,676273.6280580662
2325,638335.7278137883
2326,680953.2137370746
2327,652701.0806967425
2328,632852.1899003146
2329,657838.6936420753
2330,666644.9340670948
2331,503949.50907871267
2332,447091.10597044765
2333,523499.6053735758
2334,581129.5183691223
2335,566496.1436316575
2336,526362.165924233
2337,653258.1514385126
2338,594007.593938797
2339,642408.3445754125
2340,459286.79590125603
2341,642164.0679740685
2342,630019.7630772165
2343,634624.1222714342
2344,639159.2354887066
2345,629240.7725392234
2346,638581.2532409427
2347,643373.7949237846
2348,608645.7752166707
2349,653944.2163129405
2350,545169.3074890964
2351,564189.6520281703
2352,605428.4442145193
2353,585050.6849312942
2354,684639.6641025573
2355,700697.6424526024
2356,711803.9277009701
2357,660374.9649045315
2358,664988.159493025
2359,721753.504900271
2360,741677.3569305019
2361,705475.5018072061
2362,566829.3096914004
2363,715572.2482470779
2364,701543.892505013
2365,647262.5076490869
2366,661924.1559607406
2367,634651.3468238845
2368,626172.1833052181
2369,642771.4345727856
2370,679702.3893649863
2371,689793.9706265545
2372,665660.6312654665
2373,568611.6905557462
2374,537170.7293737755
2375,613450.0175665838
2376,524922.5155842495
2377,471288.26691317675
2378,699699.8944477293
2379,620593.7274413666
2380,717611.1766621211
2381,682858.5283780682
2382,657228.4660249255
2383,652722.1910189675
2384,608523.4626905137
2385,701085.6713215782
2386,722068.0510127655
2387,731768.9492359498
2388,766721.7598327042
2389,749772.9024417122
2390,707874.7780285035
2391,714502.4154582953
2392,737801.3799359613
2393,685234.5529850053
2394,706974.154317422
2395,644361.4899940718
2396,720243.0565331561
2397,628648.0176532008
2398,722846.8049371026
2399,779146.5105350093
2400,761426.5179203579
2401,707599.7979365723
2402,733595.5060654149
2403,710996.6772606676
2404,719069.564869513
2405,702293.1349812801
2406,706499.4004012872
2407,723971.5431691342
2408,731674.5598981207
2409,743360.0886012289
2410,665209.8892682252
2411,739170.9064911898
2412,694715.6972123359
2413,737671.8809211386
2414,675909.621827125
2415,721420.7938741546
2416,728106.9125520953
2417,722329.4522082483
2418,721408.860521224
2419,731972.4551677654
2420,726191.2969984481
2421,184091.5806212807
2422,745819.5922570348
2423,746966.2936278717
2424,719158.56496006
2425,608335.8995171197
2426,730301.3855264013
2427,731643.608347705
2428,674420.7473743958
2429,754358.5295705306
2430,718212.8545957868
2431,753317.6391548299
2432,709985.8770298611
2433,705472.1688620704
2434,714436.444521464
2435,684074.0639878475
2436,748942.7687609493
2437,764495.2152181733
2438,739139.52930516
2439,765221.4152670995
2440,731508.2008423621
2441,753569.4701451916
2442,763648.6309514082
2443,715128.954628179
2444,726737.6863745496
2445,772570.3531685477
2446,730442.1789190513
2447,681453.3446802337
2448,718279.2340394005
2449,753324.0762618005
2450,706982.1375179802
2451,725554.9428547084
2452,643067.6718436247
2453,760023.6833299237
2454,755683.6310245624
2455,748272.026542468
2456,697335.0772955088
2457,712563.2398106239
2458,727329.102411459
2459,730757.4049347461
2460,718309.1207752578
2461,736398.1241291194
2462,726939.8691849281
2463,733083.1066125114
2464,657381.9837838355
2465,720020.600137273
2466,736301.1953273067
2467,739587.4864636161
2468,760865.6942620584
2469,763044.2000473558
2470,635014.2443000661
2471,623654.6262494869
2472,664172.7945224873
2473,731939.3234633402
2474,802557.1916862801
2475,632625.8574571958
2476,747414.6016440531
2477,734705.1078506585
2478,697440.3465111611
2479,756717.8985612241
2480,689339.6732474512
2481,733262.5905451572
2482,742061.5400479367
2483,748567.0842927254
2484,733168.6145320967
2485,736761.0359360565
2486,700576.4207024329
2487,644413.1898752582
2488,687958.1695349538
2489,694690.7820379225
2490,715080.2967134716
2491,785214.7152278863
2492,682776.7043608057
2493,710804.6258160438
2494,714598.9147093368
2495,783900.2583690475
2496,623640.6245917268
2497,690749.8331757508
2498,736370.6031988846
2499,772084.0458527807
2500,724666.2408934971
2501,709969.810036883
2502,690474.6369993814
2503,763638.9106681979
2504,-14202.253076582565
2505,622684.8045975845
2506,603071.3547592403
2507,569229.9928364843
2508,600914.5908078606
2509,644905.4976631252
2510,647503.1468240991
2511,679758.8179434084
2512,635593.1885602818
2513,643411.3618137513
2514,534219.9762458955
2515,693684.0124364027
2516,681529.7921875723
2517,704929.322415165
2518,716834.6237869323
2519,605519.0864169309
2520,632112.8415047586
2521,664604.9653289525
2522,632512.7835321801
2523,728309.1421406126
2524,712397.6954991537
2525,708654.4354851526
2526,702067.72832257
2527,733534.6141842823
2528,699995.8537869615
2529,698988.6927608281
2530,730505.5059002248
2531,580146.0065219628
2532,627923.3953233585
2533,661337.8572779977
2534,608083.1492854116
2535,554232.180760345
2536,623234.5634240386
2537,593886.214514806
2538,664354.9931718754
2539,673616.6970965799
2540,668790.2541444545
2541,675122.0673451544
2542,692889.1983548861
2543,735959.9938684828
2544,736318.4221809359
2545,728379.010535562
2546,731880.3307694722
2547,702514.2547290088
2548,690201.475872012
2549,693242.6526987781
2550,-155206.95044859985
2551,709739.7014451507
2552,718915.7339481008
2553,790294.9015449785
2554,782633.1651712533
2555,728143.8410986259
2556,743247.8506677563
2557,754311.9352000251
2558,646716.9960511349
2559,708389.9827329569
2560,690285.7169645027
2561,692799.3132114821
2562,685051.7617429618
2563,689642.5262338396
2564,663254.9307120652
2565,696930.0020187807
2566,679280.1279072536
2567,716189.3285745116
2568,603772.020721887
2569,608886.748763649
2570,724159.1938407493
2571,647145.4427783594
2572,678047.3703220679
2573,617347.1733141289
2574,92081.98554483615
2575,718300.5514453407
2576,599096.127937776
2577,715086.550194341
2578,778118.3482526888
2579,805567.343833385
2580,749006.3533375233
2581,712288.1519674241
2582,734230.5157652883
2583,555994.9397993826
2584,678146.7486462265
2585,673101.7211677992
2586,622041.1527080765
2587,641418.9203593
2588,701041.5079321563
2589,710253.535141746
2590,655101.7373999346
2591,627415.0339469584
2592,632351.9975267178
2593,594670.8956948782
2594,688473.0372423987
2595,652947.9117401277
2596,568104.8463506383
2597,661814.2178184448
2598,563891.0072079791
2599,475791.81268724764
2600,-132998.33484381685
2601,722425.4683829121
2602,785566.2029924246
2603,769609.6016747924
2604,772365.517613028
2605,791001.4710283269
2606,724006.9235629765
2607,652280.2939481344
2608,666530.2900173466
2609,706427.8804996676
2610,737208.002699504
2611,543006.6027041883
2612,704757.9337184165
2613,723201.9624905481
2614,734781.0569921256
2615,703085.7577008703
2616,704052.55110774
2617,640270.2567042429
2618,695630.8525571867
2619,638141.8960628487
2620,661767.128775668
2621,678972.5201927607
2622,666941.1998355801
2623,609949.154391731
2624,556798.8501190713
2625,529060.1032670281
2626,681078.0041775375
2627,669678.5059619471
2628,366352.69631136174
2629,329816.88384495856
2630,465274.70333801396
2631,357265.63448208536
2632,427289.8055261496
2633,529023.6625775164
2634,411234.7869889735
2635,710404.3577408318
2636,687854.9117775088
2637,646276.5105780896
2638,574283.625870846
2639,674711.6193411142
2640,705371.42011548
2641,760445.7997180789
2642,691497.1303392681
2643,742558.8217610486
2644,744720.7980961549
2645,743063.4640439814
2646,754177.7290946675
2647,750608.4121305883
2648,708150.6942191988
2649,708217.8295589397
2650,723109.8204072227
2651,716257.8118548557
2652,441762.8992228692
2653,604620.7491855489
2654,581586.4878770132
2655,444708.2581902407
2656,527631.67154848
2657,473455.6184308748
2658,526288.732375212
2659,524036.2528279936
2660,487939.7013565047
2661,479107.5571783113
2662,465736.2202074637
2663,567416.7938906918
2664,563943.6443461715
2665,524037.0433839308
2666,562078.631184216
2667,670058.0112204603
2668,666995.9102164397
2669,666756.865647297
2670,574381.3336643414
2671,664693.378651292
2672,658755.8593845145
2673,651072.4689168858
2674,654445.0938212896
2675,664101.2130014993
2676,667121.8279536566
2677,646490.343187765
2678,609461.4216187807
2679,587879.3577287
2680,565807.5221390638
2681,440038.2360928963
2682,532598.4170074154
2683,345837.1932852282
2684,539340.648942111
2685,517383.15580299776
2686,598423.9406140771
2687,540642.5611790144
2688,641945.2316709219
2689,642918.4128166223
2690,425110.8797590437
2691,655774.2762057467
2692,695168.4461595805
2693,644449.7762273884
2694,711597.9621109158
2695,656586.5845182166
2696,666536.2763291791
2697,660554.3121489388
2698,616805.7090528397
2699,688330.2227342993
2700,714198.5966388072
2701,732772.6000576387
2702,776063.875775384
2703,744680.6682071524
2704,713631.9212939515
2705,760470.1429419441
2706,775489.6039009661
2707,762916.8242820902
2708,709163.3974280898
2709,739121.8785753113
2710,713689.3694284945
2711,-454218.5927714466
2712,443057.87715648685
2713,680672.8755609087
2714,705298.2078604458
2715,680328.351266026
2716,714335.7888611986
2717,655827.0774186789
2718,633388.5235310385
2719,703977.9542980456
2720,687098.9007374588
2721,725605.6688017278
2722,697716.9550183745
2723,717933.668998209
2724,724102.3006385895
2725,730443.3954745842
2726,703014.0490960098
2727,691783.6806256206
2728,692940.0921062662
2729,711269.1067304773
2730,711766.8756137312
2731,722125.4951212242
2732,720721.1260447791
2733,693068.2451993346
2734,707982.7749320967
2735,715014.9382254193
2736,713599.285553305
2737,725462.2700413184
2738,730634.0992085348
2739,696929.2483958919
2740,713223.5345625727
2741,707243.0465070168
2742,707476.206907402
2743,697268.1626277039
